timestamp,value,anomaly_score,raw_score,norm_raw_score,exp_scores_sum,anomaly_min,anomaly_max,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2011-07-01 00:15:01,0.0917952281677,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 01:15:01,0.07441376287530001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 02:15:01,0.0569843441252,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 03:15:01,0.07122528205749999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 04:15:01,0.045465890183,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 05:15:01,0.0506269070735,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 06:15:01,0.061598587998,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 07:15:01,0.0649577715217,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 08:15:01,0.0668175037295,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 09:15:01,0.06582433862430001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 10:15:01,0.0649368367863,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 11:15:01,0.0795250560957,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 12:15:01,0.0960173380928,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 13:15:01,0.08470031545739999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 14:15:01,0.0732953249715,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 15:15:01,0.0614428281461,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 16:15:01,0.0612365675128,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 17:15:01,0.0843507972665,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 18:15:01,0.0679858974359,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 19:15:01,0.0595021130481,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 20:15:01,0.0654113396331,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 21:15:01,0.06592611661730001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 22:15:01,0.0706836648921,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-01 23:15:01,0.0496564885496,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 00:15:01,0.07187201842410001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 01:15:01,0.0812614259598,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 02:15:01,0.0667477696675,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 03:15:01,0.0652968163492,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 04:15:01,0.06415721548690001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 05:15:01,0.06497262556530001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 06:15:01,0.0634786980018,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 07:15:01,0.067405255513,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 08:15:01,0.0654501957373,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 09:15:01,0.0615190082645,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 10:15:01,0.0618404558405,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 11:15:01,0.0719634703196,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 12:15:01,0.0909919571046,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 13:15:01,0.0954404145078,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 14:15:01,0.0740964203233,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 15:15:01,0.071954523464,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 16:15:01,0.056978109984,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 17:15:01,0.0655478119935,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 18:15:01,0.0678270884521,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 19:15:01,0.0655969531379,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 20:15:01,0.071215303826,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 21:15:01,0.0724433962264,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 22:15:01,0.0713760304375,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-02 23:15:01,0.045797762572,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 00:15:01,0.0802158848614,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 01:15:01,0.0916660881638,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 02:15:01,0.06993989314339999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 03:15:01,0.07761311349689999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 04:15:01,0.0798389694042,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 05:15:01,0.08089552238810001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 06:15:01,0.08385944014289999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 07:15:01,0.0892477966796,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 08:15:01,0.08539021034010001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 09:15:01,0.07942851332110001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 10:15:01,0.07426276771000001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 11:15:01,0.0890734730009,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 12:15:01,0.127258373206,1.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 13:15:01,0.116625799574,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 14:15:01,0.095593279664,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 15:15:01,0.06907595178880001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 16:15:01,0.0551438240271,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 17:15:01,0.07211911955110001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 18:15:01,0.073908276714,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 19:15:01,0.0800259403372,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 20:15:01,0.07636257504999999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 21:15:01,0.07362801377730001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 22:15:01,0.0701742301459,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-03 23:15:01,0.0515876583572,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 00:15:01,0.08012036497769999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 01:15:01,0.08876536611439999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 02:15:01,0.08729504005449999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 03:15:01,0.092387312187,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 04:15:01,0.0756746510426,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 05:15:01,0.0675771765522,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 06:15:01,0.07356270295350001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 07:15:01,0.076390779703,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 08:15:01,0.0756823569252,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 09:15:01,0.07516112873599999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 10:15:01,0.0710463029433,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 11:15:01,0.0886698043101,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 12:15:01,0.108092805449,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 13:15:01,0.110381165919,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 14:15:01,0.07925964546400001,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 15:15:01,0.061806866952800014,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 16:15:01,0.068774496995,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 17:15:01,0.0704708097928,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 18:15:01,0.0743938890734,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 19:15:01,0.0769565217391,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 20:15:01,0.06801403508769999,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 21:15:01,0.0627029012119,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 22:15:01,0.0647668479156,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-04 23:15:01,0.0453928910452,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 00:15:01,0.065628403398,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 01:15:01,0.0719560290118,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 02:15:01,0.0597875304772,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 03:15:01,0.061841962836,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 04:15:01,0.0618097367968,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 05:15:01,0.0596760865973,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0
2011-07-05 06:15:01,0.190324551874,1.0,0.3368084437999785,,0.0,,0.3368084437999785,0,0.0,0.0,0.0
2011-07-05 07:15:01,0.0633426020782,0.00021811050310693853,0.3372446648061924,0.00021811050310693853,0.0,0.3368084437999785,0.3372446648061924,0,0.0,0.0,0.0
2011-07-05 08:15:01,0.0652828561573,15.154219056829545,0.3434333940095904,15.18714164435186,0.03292258752231703,0.3368084437999785,0.3434333940095904,0,0.0,0.0,0.0
2011-07-05 09:15:01,0.07055219225829999,4.0186462526511,0.36400512820666897,4.105190763129354,0.08654451047825353,0.3368084437999785,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 10:15:01,0.0698668146504,-0.15365665254041386,0.34119395621947746,0.1612517303182763,0.31490838285869016,0.3368084437999785,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 11:15:01,0.08896371363189999,0.004902754108070506,0.34467045606458235,0.2890798064586779,0.2841770523506074,0.3368084437999785,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 12:15:01,0.101171128107,0.3048875544664992,0.3528512711161014,0.589881732501785,0.2849941780352858,0.3368084437999785,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 13:15:01,0.0980077120823,-0.5448188895532273,0.33311176205352844,-0.13592398584956605,0.4088949037036613,0.33311176205352844,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 14:15:01,0.0762084257206,-2.3069210511783043,0.2849803704000893,-1.5579846953177117,0.7489363558605926,0.2849803704000893,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 15:15:01,0.0591706881144,-2.7540324410584964,0.13716565445915752,-1.870486162105321,0.8835462789531751,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 16:15:01,0.0604942319369,-0.6251492619956571,0.17573798050879666,0.17004238906220032,0.7951916510578574,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 17:15:01,0.0691012366983,-0.5551547382655393,0.17676343889469948,0.17456302371613294,0.7297177619816723,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 18:15:01,0.0599798359995,-0.567901768248413,0.16010754362348045,0.10113711156753476,0.6690388798159478,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 19:15:01,0.0569892587472,-0.470771438743881,0.1674358786087975,0.133443371427201,0.604214810171082,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 20:15:01,0.058505956722599985,-0.26720622905313857,0.1993562260091464,0.2741611524774185,0.5413673815305571,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 21:15:01,0.055420297627,-0.03706121375913074,0.24210590854597225,0.4626190157874406,0.4996802295465714,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 22:15:01,0.0562787942609,0.04210858721437727,0.2545003665225352,0.5172587915363424,0.4751502043219651,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-05 23:15:01,0.0456248992098,0.09522933514444236,0.2618858389409793,0.5498169362738173,0.454587601129375,0.13716565445915752,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 00:15:01,0.057413244431,-0.7773794172540529,0.08481506018930407,-0.2307825591595377,0.5465968580945154,0.08481506018930407,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 01:15:01,0.0677631109526,-0.6177645459266216,0.061875604573099714,-0.08216429681437518,0.5356002491122464,0.061875604573099714,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 02:15:01,0.05653162757640001,-0.4660639478916471,0.07505326424248615,0.04361592839688405,0.5096798762885312,0.061875604573099714,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 03:15:01,0.0576893562598,-0.4326605349342105,0.07475234508641915,0.04261993451833822,0.4752804694525488,0.061875604573099714,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 04:15:01,0.0590633280339,-0.43692705125117415,0.06319657899258857,0.004372212300215241,0.4412992635513894,0.061875604573099714,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 05:15:01,0.0561349862259,-0.42102359042629,0.05928127766523339,-0.008586803688251224,0.4124367867380387,0.05928127766523339,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 06:15:01,0.06276782104840001,-0.4273659975623982,0.04959776923688697,-0.03177798000104256,0.3955880175613557,0.04959776923688697,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 07:15:01,0.0673011657075,-0.4299724559540029,0.035177738910937784,-0.04586416289109538,0.38410829306290745,0.035177738910937784,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 08:15:01,0.0684126135756,-0.31911955674124165,0.04137489548529062,0.018846229894734855,0.3379657866359765,0.035177738910937784,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 09:15:01,0.072714670774,-0.4321730804679772,0.007276298262441472,-0.08485132795128306,0.3473217525166941,0.007276298262441472,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 10:15:01,0.072628889921,-0.32763935595396304,0.0012671707680009805,-0.016845085089926666,0.3107942708640363,0.0012671707680009805,0.36400512820666897,0,0.0,0.0,0.0
2011-07-06 11:15:01,0.08679986789960001,-0.29245012649659946,-0.00010261353155183173,-0.003776236457924082,0.2886738900386754,-0.00010261353155183173,0.36400512820666897,0,0.0,0.0,0.0
