timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-05-14 01:14:00,85.835,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-05-14 01:19:00,88.167,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-05-14 01:24:00,44.595,1.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:29:00,56.282,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-05-14 01:34:00,36.534,1.0,1.0,0,0.0,0.0,0.0
2014-05-14 01:39:00,36.894,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-05-14 01:44:00,36.806999999999995,0.0301029996658834,0.975000023841858,0,0.0,0.0,0.0
2014-05-14 01:49:00,36.76300000000001,0.0301029996658834,0.32499998807907104,0,0.0,0.0,0.0
2014-05-14 01:54:00,36.167,0.0301029996658834,0.32499998807907104,0,0.0,0.0,0.0
2014-05-14 01:59:00,38.992,0.0301029996658834,0.25,0,0.0,0.0,0.0
2014-05-14 02:04:00,49.724,0.0301029996658834,0.574999988079071,0,0.0,0.0,0.0
2014-05-14 02:09:00,39.939,0.0301029996658834,0.9499999880790708,0,0.0,0.0,0.0
2014-05-14 02:14:00,37.058,0.0301029996658834,0.125,0,0.0,0.0,0.0
2014-05-14 02:19:00,36.119,0.0301029996658834,0.05000000074505806,0,0.0,0.0,0.0
2014-05-14 02:24:00,36.339,0.0301029996658834,0.05000000074505806,0,0.0,0.0,0.0
2014-05-14 02:29:00,37.39,0.0301029996658834,0.02500000037252903,0,0.0,0.0,0.0
2014-05-14 02:34:00,36.156,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-05-14 02:39:00,36.59,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-05-14 02:44:00,36.624,0.0301029996658834,0.07500000298023224,0,0.0,0.0,0.0
2014-05-14 02:49:00,35.89,0.0301029996658834,0.07500000298023224,0,0.0,0.0,0.0
2014-05-14 02:54:00,36.398,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-05-14 02:59:00,40.294000000000004,0.0301029996658834,0.15000000596046448,0,0.0,0.0,0.0
2014-05-14 03:04:00,49.725,0.0301029996658834,0.2750000059604645,0,0.0,0.0,0.0
2014-05-14 03:09:00,37.274,0.0301029996658834,0.4749999940395355,0,0.0,0.0,0.0
