timestamp,value,anomaly_score,raw_score,norm_raw_score,exp_scores_sum,diff_value,anomaly_min,anomaly_max,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2013-07-04 00:00:00,69.88083514,0.0,0.0,0.0,0.0,69.88083514,,,0,0.0,0.0,0.0
2013-07-04 01:00:00,71.22022706,0.0,0.0,0.0,0.0,71.22022706,,,0,0.0,0.0,0.0
2013-07-04 02:00:00,70.87780496,0.0,0.0,0.0,0.0,70.87780496,,,0,0.0,0.0,0.0
2013-07-04 03:00:00,68.95939994,0.0,0.0,0.0,0.0,68.95939994,,,0,0.0,0.0,0.0
2013-07-04 04:00:00,69.28355102,0.0,0.0,0.0,0.0,69.28355102,,,0,0.0,0.0,0.0
2013-07-04 05:00:00,70.06096581,0.0,0.0,0.0,0.0,70.06096581,,,0,0.0,0.0,0.0
2013-07-04 06:00:00,69.27976479,0.0,0.0,0.0,0.0,69.27976479,,,0,0.0,0.0,0.0
2013-07-04 07:00:00,69.36960846,0.0,0.0,0.0,0.0,69.36960846,,,0,0.0,0.0,0.0
2013-07-04 08:00:00,69.16671394,0.0,0.0,0.0,0.0,69.16671394,,,0,0.0,0.0,0.0
2013-07-04 09:00:00,68.98608257,0.0,0.0,0.0,0.0,68.98608257,,,0,0.0,0.0,0.0
2013-07-04 10:00:00,69.96506224,0.0,0.0,0.0,0.0,69.96506224,,,0,0.0,0.0,0.0
2013-07-04 11:00:00,70.55619466,0.0,0.0,0.0,0.0,70.55619466,,,0,0.0,0.0,0.0
2013-07-04 12:00:00,70.30750511,0.0,0.0,0.0,0.0,70.30750511,,,0,0.0,0.0,0.0
2013-07-04 13:00:00,70.24625215,0.0,0.0,0.0,0.0,70.24625215,,,0,0.0,0.0,0.0
2013-07-04 14:00:00,69.85490839,0.0,0.0,0.0,0.0,69.85490839,,,0,0.0,0.0,0.0
2013-07-04 15:00:00,71.64329118,0.0,0.0,0.0,0.0,71.64329118,,,0,0.0,0.0,0.0
2013-07-04 16:00:00,71.24565942,0.0,0.0,0.0,0.0,71.24565942,,,0,0.0,0.0,0.0
2013-07-04 17:00:00,70.74509976,0.0,0.0,0.0,0.0,70.74509976,,,0,0.0,0.0,0.0
2013-07-04 18:00:00,71.37329829,0.0,0.0,0.0,0.0,71.37329829,,,0,0.0,0.0,0.0
2013-07-04 19:00:00,71.7957509,0.0,0.0,0.0,0.0,71.7957509,,,0,0.0,0.0,0.0
2013-07-04 20:00:00,72.09160609999998,0.0,0.0,0.0,0.0,72.09160609999998,,,0,0.0,0.0,0.0
2013-07-04 21:00:00,71.55307612,0.0,0.0,0.0,0.0,71.55307612,,,0,0.0,0.0,0.0
2013-07-04 22:00:00,72.18769545,0.0,0.0,0.0,0.0,72.18769545,,,0,0.0,0.0,0.0
2013-07-04 23:00:00,70.64995744,0.0,0.0,0.0,0.0,70.64995744,,,0,0.0,0.0,0.0
2013-07-05 00:00:00,71.34274211,0.0,0.0,0.0,0.0,71.34274211,,,0,0.0,0.0,0.0
2013-07-05 01:00:00,71.5867281,0.0,0.0,0.0,0.0,71.5867281,,,0,0.0,0.0,0.0
2013-07-05 02:00:00,70.97700116,0.0,0.0,0.0,0.0,70.97700116,,,0,0.0,0.0,0.0
2013-07-05 03:00:00,70.24388209,0.0,0.0,0.0,0.0,70.24388209,,,0,0.0,0.0,0.0
2013-07-05 04:00:00,70.43282627,0.0,0.0,0.0,0.0,70.43282627,,,0,0.0,0.0,0.0
2013-07-05 05:00:00,69.74896285,0.0,0.0,0.0,0.0,69.74896285,,,0,0.0,0.0,0.0
2013-07-05 06:00:00,68.74938222,0.0,0.0,0.0,0.0,68.74938222,,,0,0.0,0.0,0.0
2013-07-05 07:00:00,69.35162661,0.0,0.0,0.0,0.0,69.35162661,,,0,0.0,0.0,0.0
2013-07-05 08:00:00,68.85314844,0.0,0.0,0.0,0.0,68.85314844,,,0,0.0,0.0,0.0
2013-07-05 09:00:00,70.31790951,0.0,0.0,0.0,0.0,70.31790951,,,0,0.0,0.0,0.0
2013-07-05 10:00:00,70.30055692,0.0,0.0,0.0,0.0,70.30055692,,,0,0.0,0.0,0.0
2013-07-05 11:00:00,72.53056283,0.0,0.0,0.0,0.0,72.53056283,,,0,0.0,0.0,0.0
2013-07-05 12:00:00,71.64320692,0.0,0.0,0.0,0.0,71.64320692,,,0,0.0,0.0,0.0
2013-07-05 13:00:00,72.92223804,0.0,0.0,0.0,0.0,72.92223804,,,0,0.0,0.0,0.0
2013-07-05 14:00:00,72.63758833,0.0,0.0,0.0,0.0,72.63758833,,,0,0.0,0.0,0.0
2013-07-05 15:00:00,72.95903086,0.0,0.0,0.0,0.0,72.95903086,,,0,0.0,0.0,0.0
2013-07-05 16:00:00,72.15222081,0.0,0.0,0.0,0.0,72.15222081,,,0,0.0,0.0,0.0
2013-07-05 17:00:00,72.16607562,0.0,0.0,0.0,0.0,72.16607562,,,0,0.0,0.0,0.0
2013-07-05 18:00:00,72.30558574,0.0,0.0,0.0,0.0,72.30558574,,,0,0.0,0.0,0.0
2013-07-05 19:00:00,72.3823022,0.0,0.0,0.0,0.0,72.3823022,,,0,0.0,0.0,0.0
2013-07-05 20:00:00,72.61234869,0.0,0.0,0.0,0.0,72.61234869,,,0,0.0,0.0,0.0
2013-07-05 21:00:00,72.77599570000002,0.0,0.0,0.0,0.0,72.77599570000002,,,0,0.0,0.0,0.0
2013-07-05 22:00:00,71.91696888,0.0,0.0,0.0,0.0,71.91696888,,,0,0.0,0.0,0.0
2013-07-05 23:00:00,71.55368851,0.0,0.0,0.0,0.0,71.55368851,,,0,0.0,0.0,0.0
2013-07-06 00:00:00,71.63096403,0.0,0.0,0.0,0.0,71.63096403,,,0,0.0,0.0,0.0
2013-07-06 01:00:00,70.59673521,0.0,0.0,0.0,0.0,70.59673521,,,0,0.0,0.0,0.0
2013-07-06 02:00:00,70.85248247,0.0,0.0,0.0,0.0,70.85248247,,,0,0.0,0.0,0.0
2013-07-06 03:00:00,71.08476824,0.0,0.0,0.0,0.0,71.08476824,,,0,0.0,0.0,0.0
2013-07-06 04:00:00,70.84723252,0.0,0.0,0.0,0.0,70.84723252,,,0,0.0,0.0,0.0
2013-07-06 05:00:00,70.23242259999999,0.0,0.0,0.0,0.0,70.23242259999999,,,0,0.0,0.0,0.0
2013-07-06 06:00:00,70.12823808,0.0,0.0,0.0,0.0,70.12823808,,,0,0.0,0.0,0.0
2013-07-06 07:00:00,69.92923136,0.0,0.0,0.0,0.0,69.92923136,,,0,0.0,0.0,0.0
2013-07-06 08:00:00,69.28574982,0.0,0.0,0.0,0.0,69.28574982,,,0,0.0,0.0,0.0
2013-07-06 09:00:00,69.72638712,0.0,0.0,0.0,0.0,69.72638712,,,0,0.0,0.0,0.0
2013-07-06 10:00:00,68.19010253,0.0,0.0,0.0,0.0,68.19010253,,,0,0.0,0.0,0.0
2013-07-06 11:00:00,68.91679541,0.0,0.0,0.0,0.0,68.91679541,,,0,0.0,0.0,0.0
2013-07-06 12:00:00,67.26820458,0.0,0.0,0.0,0.0,67.26820458,,,0,0.0,0.0,0.0
2013-07-06 13:00:00,66.9649601,0.0,0.0,0.0,0.0,66.9649601,,,0,0.0,0.0,0.0
2013-07-06 14:00:00,67.76538379,0.0,0.0,0.0,0.0,67.76538379,,,0,0.0,0.0,0.0
2013-07-06 15:00:00,66.91858576,0.0,0.0,0.0,0.0,66.91858576,,,0,0.0,0.0,0.0
2013-07-06 16:00:00,67.60522282,0.0,0.0,0.0,0.0,67.60522282,,,0,0.0,0.0,0.0
2013-07-06 17:00:00,67.17661097,0.0,0.0,0.0,0.0,67.17661097,,,0,0.0,0.0,0.0
2013-07-06 18:00:00,67.99254044,0.0,0.0,0.0,0.0,67.99254044,,,0,0.0,0.0,0.0
2013-07-06 19:00:00,67.25818019,0.0,0.0,0.0,0.0,67.25818019,,,0,0.0,0.0,0.0
2013-07-06 20:00:00,66.59407898,0.0,0.0,0.0,0.0,66.59407898,,,0,0.0,0.0,0.0
2013-07-06 21:00:00,67.86855757,0.0,0.0,0.0,0.0,67.86855757,,,0,0.0,0.0,0.0
2013-07-06 22:00:00,67.2922007,0.0,0.0,0.0,0.0,67.2922007,,,0,0.0,0.0,0.0
2013-07-06 23:00:00,67.16337656,0.0,0.0,0.0,0.0,67.16337656,,,0,0.0,0.0,0.0
2013-07-07 00:00:00,66.27568448,0.0,0.0,0.0,0.0,66.27568448,,,0,0.0,0.0,0.0
2013-07-07 01:00:00,65.96858705,0.0,0.0,0.0,0.0,65.96858705,,,0,0.0,0.0,0.0
2013-07-07 02:00:00,65.31642297,0.0,0.0,0.0,0.0,65.31642297,,,0,0.0,0.0,0.0
2013-07-07 03:00:00,65.42912751,0.0,0.0,0.0,0.0,65.42912751,,,0,0.0,0.0,0.0
2013-07-07 04:00:00,66.75098393,0.0,0.0,0.0,0.0,66.75098393,,,0,0.0,0.0,0.0
2013-07-07 05:00:00,64.68391715,0.0,0.0,0.0,0.0,64.68391715,,,0,0.0,0.0,0.0
2013-07-07 06:00:00,64.56520692,0.0,0.0,0.0,0.0,64.56520692,,,0,0.0,0.0,0.0
2013-07-07 07:00:00,66.12965686,0.0,0.0,0.0,0.0,66.12965686,,,0,0.0,0.0,0.0
2013-07-07 08:00:00,66.09613054,0.0,0.0,0.0,0.0,66.09613054,,,0,0.0,0.0,0.0
2013-07-07 09:00:00,64.9748123,0.0,0.0,0.0,0.0,64.9748123,,,0,0.0,0.0,0.0
2013-07-07 10:00:00,64.33478963,0.0,0.0,0.0,0.0,64.33478963,,,0,0.0,0.0,0.0
2013-07-07 11:00:00,65.54142516,0.0,0.0,0.0,0.0,65.54142516,,,0,0.0,0.0,0.0
2013-07-07 12:00:00,63.9130944,0.0,0.0,0.0,0.0,63.9130944,,,0,0.0,0.0,0.0
2013-07-07 13:00:00,65.00924432,0.0,0.0,0.0,0.0,65.00924432,,,0,0.0,0.0,0.0
2013-07-07 14:00:00,64.04781966,0.0,0.0,0.0,0.0,64.04781966,,,0,0.0,0.0,0.0
2013-07-07 15:00:00,64.25831852,0.0,0.0,0.0,0.0,64.25831852,,,0,0.0,0.0,0.0
2013-07-07 16:00:00,63.89332373,0.0,0.0,0.0,0.0,63.89332373,,,0,0.0,0.0,0.0
2013-07-07 17:00:00,64.14310465,0.0,0.0,0.0,0.0,64.14310465,,,0,0.0,0.0,0.0
2013-07-07 18:00:00,64.17594209,0.0,0.0,0.0,0.0,64.17594209,,,0,0.0,0.0,0.0
2013-07-07 19:00:00,63.1570819,0.0,0.0,0.0,0.0,63.1570819,,,0,0.0,0.0,0.0
2013-07-07 20:00:00,63.38689893,0.0,0.0,0.0,0.0,63.38689893,,,0,0.0,0.0,0.0
