timestamp,value,anomaly_score,raw_score,label
2014-02-14 14:30:00,1.732,0.0301029996658834,1.0,0
2014-02-14 14:35:00,1.732,0.0301029996658834,1.0,0
2014-02-14 14:40:00,1.96,0.0301029996658834,1.0,0
2014-02-14 14:45:00,1.732,0.0301029996658834,1.0,0
2014-02-14 14:50:00,1.706,1.0,0.25,0
2014-02-14 14:55:00,1.734,0.0301029996658834,0.2750000059604645,0
2014-02-14 15:00:00,1.766,0.0301029996658834,0.17499999701976776,0
2014-02-14 15:05:00,1.766,0.0301029996658834,0.15000000596046448,0
2014-02-14 15:10:00,2.026,1.0,0.574999988079071,0
2014-02-14 15:15:00,1.7619999999999998,0.0301029996658834,0.7749999761581421,0
2014-02-14 15:20:00,1.704,0.0301029996658834,0.05000000074505806,0
2014-02-14 15:25:00,1.834,0.0301029996658834,0.20000000298023224,0
2014-02-14 15:30:00,1.832,0.0301029996658834,0.2750000059604645,0
2014-02-14 15:35:00,1.826,0.0301029996658834,0.2750000059604645,0
2014-02-14 15:40:00,1.908,0.0301029996658834,0.30000001192092896,0
2014-02-14 15:45:00,1.798,0.0301029996658834,0.574999988079071,0
2014-02-14 15:50:00,1.732,0.0301029996658834,0.0,0
2014-02-14 15:55:00,1.802,0.0301029996658834,0.02500000037252903,0
2014-02-14 16:00:00,1.764,0.0301029996658834,0.02500000037252903,0
2014-02-14 16:05:00,1.86,0.0301029996658834,0.10000000149011612,0
2014-02-14 16:10:00,1.998,0.0301029996658834,0.44999998807907104,0
2014-02-14 16:15:00,1.7719999999999998,0.0301029996658834,0.17499999701976776,0
2014-02-14 16:20:00,1.734,0.0301029996658834,0.0,0
2014-02-14 16:25:00,1.766,0.0301029996658834,0.0,0
2014-02-14 16:30:00,1.76,0.0301029996658834,0.07500000298023224,0
2014-02-14 16:35:00,1.7380000000000002,0.0301029996658834,0.05000000074505806,0
2014-02-14 16:40:00,1.93,0.0301029996658834,0.07500000298023224,0
2014-02-14 16:45:00,1.8,0.0301029996658834,0.05000000074505806,0
2014-02-14 16:50:00,1.732,0.0301029996658834,0.0,0
2014-02-14 16:55:00,1.766,0.0301029996658834,0.02500000037252903,0
2014-02-14 17:00:00,1.798,0.0301029996658834,0.0,0
2014-02-14 17:05:00,1.8,0.0301029996658834,0.0,0
2014-02-14 17:10:00,1.99,0.0301029996658834,0.07500000298023224,0
2014-02-14 17:15:00,1.7380000000000002,0.0301029996658834,0.0,0
2014-02-14 17:20:00,1.76,0.0301029996658834,0.0,0
2014-02-14 17:25:00,1.7719999999999998,0.0301029996658834,0.0,0
