timestamp,value,anomaly_score,raw_score,label,S(t)_reward_low_FP_rate,S(t)_reward_low_FN_rate,S(t)_standard
2014-04-02 14:25:00,0.068,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-04-02 14:30:00,0.102,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-04-02 14:35:00,0.1,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-04-02 14:40:00,0.098,0.0301029996658834,0.125,0,0.0,0.0,0.0
2014-04-02 14:45:00,0.102,0.0301029996658834,0.125,0,0.0,0.0,0.0
2014-04-02 14:50:00,0.2,1.0,0.0,0,0.0,0.0,0.0
2014-04-02 14:55:00,0.1,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-04-02 15:00:00,29.138,1.0,0.75,0,0.0,0.0,0.0
2014-04-02 15:05:00,92.35799999999999,1.0,1.0,0,0.0,0.0,0.0
2014-04-02 15:10:00,89.306,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-04-02 15:15:00,89.81,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-04-02 15:20:00,20.24,0.0301029996658834,0.9499999880790708,0,0.0,0.0,0.0
2014-04-02 15:25:00,0.1,0.0301029996658834,1.0,0,0.0,0.0,0.0
2014-04-02 15:30:00,0.102,0.0301029996658834,0.07500000298023224,0,0.0,0.0,0.0
2014-04-02 15:35:00,0.102,0.0301029996658834,0.15000000596046448,0,0.0,0.0,0.0
2014-04-02 15:40:00,0.066,0.0301029996658834,0.10000000149011612,0,0.0,0.0,0.0
2014-04-02 15:45:00,0.098,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-04-02 15:50:00,0.1,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-04-02 15:55:00,0.102,0.0301029996658834,0.0,0,0.0,0.0,0.0
2014-04-02 16:00:00,0.098,0.0301029996658834,0.02500000037252903,0,0.0,0.0,0.0
2014-04-02 16:05:00,0.098,0.0301029996658834,0.02500000037252903,0,0.0,0.0,0.0
2014-04-02 16:10:00,0.066,0.0301029996658834,0.05000000074505806,0,0.0,0.0,0.0
